ID,pair_id,sentence,MOS
199,199,"1520 Sedgwick Avenue est un immeuble d'habitation à loyer modéré situé à Morris Heights, quartier populaire de l'arrondissement du Bronx, à New York.",3.25
200,200,"Son but était de fournir de l'eau afin d'abreuver ou de permettre d'effectuer les rituels d'ablutions, le wudu, à plusieurs personnes simultanément.",1.6
201,201,L’objectivation nous éclaire sur le processus de reconstruction du passé en fonction de l’état actuel des choses.,3.8
202,202,Il récompense un ou plusieurs jeunes photographes qui ont été actifs dans l'année par leurs expositions et publications.,1.6
203,203,Incident : la tranche 1 a été arrêtée durant une année à la suite d'un incendie en 1975 qui l'a fortement endommagée.,2.0
204,204,"Au moment de sa sortie, le GH4 était le premier appareil hybride du monde capable de filmer en 4K (4K/UHD et 4K/DCI).",1.8
205,205,Le nom pulaar (avec un -aa- long) n'est pas à confondre avec l’appellation pular (avec un -a- court) utilisée par les locuteurs du Fouta-Djalon.,3.0
206,206,"Pour les vélos, la pédale de gauche est filetée dans le sens anti-horaire pour éviter qu'elle ne se dévisse pendant l'utilisation.",2.4
207,207,"Ils commencent à s'intituler comtes de Horn et d'Altena, bien qu'ils ne fussent alors comte ni dans l'une ni dans l'autre de ces terres.",3.4
208,208,"La condamnation d'une étude scientifique par le Congrès était, à cette époque, un événement sans précédent.",2.4
209,209,"Noritsu Koki (Japon) (plus de 50 % des actions tenues par la famille Nishimoto, créateur du Minilab).",4.0
210,210,"Ces rôles sont les comportements attendus d’un individu (ou parfois d'une organisation), dans l’exercice d’une fonction qui renvoie au statut social.",3.2
211,211,Le Sony Alpha 380 (typographié α 380) est un reflex d'entrée de gamme commercialisé à partir du premier trimestre 2009 par Sony.,3.4
212,212,Les Soldiers of Odin (SOO) est une organisation de patrouille de rue opposée à l'immigration formée en octobre 2015 à Kemi en Finlande par Mika Ranta.,3.8
213,213,"Pour que la masse des bobines ne s'oppose pas aux saccades, il faut laisser entre elles et la fenêtre une boucle d'amortissement.",3.4
214,214,"Le Stade municipal de Bouna est un stade de football qui se situe dans la ville de Bouna, au nord-est de la Côte d'Ivoire.",2.2
215,215,"Elle peut impliquer des organismes (comités, commissions, délégations), des réunions, des instructions ou des corps interministériels.",1.6666666666666667
216,216,Persée triomphant est une sculpture en marbre réalisée par l'artiste néo-classique italien Antonio Canova entre 1797 et 1801.,1.5
217,217,"Pour le pacage, il ne faut pas confondre avec la vaine pâture qui s'effectue sur des terres appropriées.",3.2
218,218,Terry et son comité postulent cependant que l'usage de la cigarette contenant de la nicotine ne créait pas de dépendance.,3.4
219,219,"Elle permet de stocker des informations de nature auditive (sons, paroles…) pendant une période de temps brève (trois à quatre secondes).",1.8
220,220,"Son avis de décès dans le New York Herald, indique qu'il avait 31 ans, ce qui induit que son année de naissance entre 1835 et 1840 environ.",3.6
221,221,Madeleine Laval (née le 9 juin 1912 - morte le 2 juin 2002) est une germaniste et une traductrice française.,2.8
222,222,Ils doivent alors justifier de cette plus grande richesse aux yeux de la société dans laquelle ils vivent.,3.4
223,223,"La mairie ouvre aussi une grande médiathèque dans le quartier de Grammont, ancien quartier des abattoirs.",1.6
224,224,Les patriciens étaient généralement membres des conseils municipaux et s'appropriaient les fonctions civiques les plus importantes.,1.4
225,225,Zubr signifie bison en référence au dernier peuplement de bison d'Europe qui ne survivent plus que dans une forêt entre la Pologne et la Biélorussie.,2.6
226,226,"Cette méthode a été utilisée pour vérifier la sûreté des centrales nucléaires, qui repose sur une conception déterministe (Défense en profondeur).",1.8
227,227,La société est cotée à Copenhague (elle est incluse dans l'indice OMX Copenhagen) et au NASDAQ de New York.,2.4
228,228,Rome ne devint la capitale définitive du royaume qu'en 1871 après la conquête du Latium et que le pape ne se soit réfugié au sein du Vatican.,2.8
229,229,"L’absence d’éléments décoratifs du fond accentue la « présence » forte du personnage, rien ne venant distraire le regard.",2.833333333333333
230,230,"Il existe également des embauchoirs simples, en plastique ou en métal embouti, avec ou sans ressort.",2.25
231,231,Le service est décrit par le Evening Standard comme l'une des rares « licornes » technologiques du Royaume-Uni.,2.5
232,232,"Cette coiffure était en vogue au Moyen Âge chez les femmes de la noblesse européenne, et constituait alors un critère de beauté.",2.0
233,233,"Les pratiques sociales, rituels et événements festifs relèvent (pour partie) du patrimoine culturel immatériel de l'humanité.",4.0
234,234,"Ce personnage, que Balzac appelait une « colonne vertébrale » de La Comédie humaine, apparaît pour la première fois dans ce roman.",2.4
235,235,"La sonde Phoenix, qui a quitté la Terre le 4 août 2007, a emporté à son bord un message audio de Carl Sagan destiné aux futurs colons de la planète Mars.",2.6
236,236,"Melville, qui fut lui aussi marin, et notamment baleinier de 1840 à 1842, comme la plupart des héros de ses romans, s'est inspiré de faits réels.",4.4
237,237,"Le qualificatif de Pacifique est donné à cet océan par le navigateur portugais Fernand de Magellan en 1520, en raison des eaux calmes qu'il y rencontre.",3.0
238,238,Neo prend la décision d'aller les affronter pour sauver Morpheus mais au mépris de sa vie après une longue course-poursuite.,2.6
239,239,Un tunnelier est une machine permettant d'excaver des tunnels dans des sols et des roches variées allant du sable au granite.,1.6
240,240,"Le parapente est un aéronef dérivé du parachute, permettant la pratique du vol libre ou du paramoteur.",2.2
241,241,"Intégrant à la fois des aspects historiques et fictifs, le film est basé sur le récit du naufrage du RMS Titanic et met en vedette Leonardo DiCaprio et Kate Winslet.",3.2
242,242,"L’existence des langues sémitiques remonte à plus de quatre millénaires, avec l’akkadien et l’ougaritique.",1.8
243,243,Une lettre reçue de sa mère change la donne : elle lui écrit que le mariage de sa sœur est prévu bientôt avec un certain Loujine.,3.2
244,244,Le roi doit consentir à quitter Versailles (qu'il ne reverra jamais) et est escorté par la foule à Paris.,1.4
245,245,"Les manga ont fortement influencé la culture japonaise dans le domaine de l'animation, de la musique et du jeu vidéo.",1.8
246,246,La somme de tous ces développements conduisit au « réseau des réseaux » (network of networks) que nous connaissons aujourd’hui en tant qu'Internet.,3.8
247,247,Ce principe met en évidence le caractère fondamentalement probabiliste de la mécanique quantique.,1.4
248,248,"Divers auteurs ont souhaité définir la portée de la cuisine méditerranéenne soit par la géographie, soit par ses ingrédients de base.",2.5
249,249,"Il n'y a plus qu'un enseignement unique comprenant la médecine, la chirurgie et les accouchements.",2.6
250,250,Il est le plus grand fleuve du monde en termes de débit d'eau et l'un des plus grands en termes de longueur.,2.2
251,1,"Cette page présente la filmographie complète de Mel Gibson. Elle liste ses crédits en tant qu'acteur, réalisateur, producteur et scénariste.",1.8
252,2,"Le quadrangle de Nemesis Tesserae, aussi appelé quadrangle des tessères de Némésis, est identifié par le code USGS V-13. C'est une région cartographique en quadrangle sur Vénus.",3.2
253,3,La chapelle a été détruite pendant la Seconde Guerre mondiale par l'armée française quand elle a fait exploser les carrefours pour ralentir l'avancée des Allemands.,2.0
254,4,"Wilhelm Abeken a écrit un ouvrage de référence : L'Italie centrale avant la domination romaine, d'après ses monuments.",2.0
255,5,Sa parution devient bimestrielle à partir de décembre 2009 pour le marché civil de l’hélicoptère.,1.6
256,6,"Certains chapitres solennels donnent lieu à des messes, processions et proclamations.",1.8
257,7,Le Pentax A3 est un appareil photo du type reflex argentique. Il est équipé d'un objectif interchangeable (baïonnette KA). Il a été fabriqué par Pentax entre 1984 et 1985.,2.0
258,8,Lippold estimait que l'art de son époque doit faire honneur à la conquête de l'espace et cette œuvre symbolise cette conquête.,2.0
259,9,"Souvent, les entreprises privées sont détenues par les fondateurs, leurs familles ou un petit groupe d'investisseurs.",2.2
260,10,Le tâtonnement walrasien est une idée créée par l'économiste Léon Walras pour trouver l'équilibre en ajustant l'offre et la demande.,1.8
261,11,"En juin 1897, le dirigeable Deutschland prend feu lors d'un vol à Berlin. Il s'écrase, tuant le pionnier de l'aviation et son copilote.",1.5
262,12,Il aide à définir l'efficacité de ce réacteur et est un facteur important pour l'étude du temps de séjour.,2.0
263,13,"Le Centre national du graphisme, appelé Le Signe, est un centre d’art. Il se consacre au développement et au rayonnement du design graphique.",2.8
264,14,"Le yaghnobi, parlé par une petite population (les Yaghnobis), intéresse particulièrement les linguistes car c'est le seul parler moderne descendant du sogdien médiéval.",2.4
265,15,"On utilise les termes d'hérédité mendélienne, monogénique ou monofactorielle pour caractériser la transmission des maladies. Ces maladies sont dues à une mutation dans un seul gène.",3.75
266,16,La plaine d'Audra est située sur Vénus dans le quadrangle de Meskhent Tessera.,1.4
267,17,"Avant sa mort, il a continué à donner des conseils sur les efforts de restauration et de conservation relatifs à la chapelle. Cela inclut la salle de Constantin.",2.8
268,18,"Cette échelle peut évaluer divers problèmes chez les enfants et les adolescents, comme les problèmes cognitifs, d'opposition, d'hyperactivité, d'anxiété et sociaux.",1.6
269,19,"En chimie, un macrocycle est une molécule organique avec une grande structure cyclique contenant au moins 15 atomes.",1.4
270,20,"Dans la biographie de Philip Marchand en 1989, Neil Postman rappelle le pouvoir heuristique des hypothèses de McLuhan.",3.0
271,21,C'est un diagramme en 2D avec l'axe x pour la position d'un point dans la liste ordonnée et l'axe y pour la reachability-distance de ce point.,3.6
272,22,Le Conseil d'administration est composé de 9 à 15 personnes en activité dans un établissement ayant vocation à adhérer. Elles sont élues par l'assemblée générale.,2.25
273,23,Le mot est d'origine obscure. Jean-Henri Hassenfratz l'associe au mot « macération ». Il groupe un grand nombre de procédés développés indépendamment.,1.0
274,24,L'EDA exprime les priorités de l'industrie laitière au niveau de l'UE et tente d'influencer les stratégies européennes.,2.4
275,25,Cette valeur locative est ensuite réduite de 50 % pour la TFPB et de 20 % pour la TFNB afin d'obtenir le revenu cadastral pour l’imposition.,2.4
276,26,"Ces deux hommes, Mondrian promoteur de l’art abstrait et Eekman violemment contre, resteront liés par une amitié indéfectible tout au long de leur vie.",2.4
277,27,Elle était issue de la haute société athénienne. Elle se déguisa en homme pour suivre les cours de médecine d'Hérophile.,1.2
278,28,"L'anuscopie est un examen médical du proctologique, incluant aussi le toucher rectal et la rectoscopie.",2.8
279,29,"Elle encourage ses membres, appelés Chevaliers, à œuvrer pour la défense de la Cité. Sa devise est : Honneur et Courtoisie.",1.6
280,30,"En mai 2016, ce nombre a été porté à un billion d'espèces estimées sur Terre avec seulement un millième de pour cent décrit.",2.0
281,31,L'exemple montre que certaines couleurs s'affaiblissent entre leur représentation en rouge-vert-bleu à l'écran et leur production quadrichromique.,2.4
282,32,"De nos jours, la plaine de la Messara est communément appelée le « verger de la Crète ». De nombreuses exploitations agricoles profitent de son sol fertile.",1.0
283,33,"L'institut a été fondé le 17 mars 1872 par décision du Reichstag. C'est le deuxième institut archéologique étranger d'Athènes, après l'école française d’Athènes établie en 1846.",2.0
284,34,"Le traceur choisi doit préserver les propriétés physiques du milieu (même densité, même viscosité, et même conditions hydrodynamiques).",1.8
285,35,"L'art est devenu autonome en 1677, mais ce nouveau statut avait une taxe plus élevée que lorsqu'ils étaient unis aux marzeri.",2.6
286,36,La culture du tabac se répand et réussit surtout dans la partie méridionale du département du Haut-Rhin. Cela se produit malgré sa diffusion freinée par la guerre de Trente Ans.,1.8
287,37,"L’alutiiq, aussi appelé yupik du Golfe Pacifique ou sugpiaq, est une langue yupik. Elle fait partie des langues eskimo-aléoutes. Elle est parlée traditionnellement par les Alutiiq.",3.4
288,38,"La Patinoire olympique de Gjøvik est une salle de sport située à Gjøvik, en Norvège. Elle a été construite à l'occasion des Jeux olympiques d'hiver de 1994.",1.4
289,39,"Un monument ou site historique est déclaré comme « monument culturel national ». En slovaque, c'est appelé národná kultúrna pamiatka, abrégé en NKP.",2.0
290,40,"Dans le nord, la côte du golfe est accidentée par les versants rocheux des monts Lattari qui tombent dans la mer.",1.6
291,41,"Le semis direct sans labour est aujourd’hui largement utilisé pour le maïs et le soja aux États-Unis. Il est aussi utilisé au Brésil, en Argentine, au Canada, en Australie.",2.4
292,42,"Cette sculpture monumentale en béton a été créée en 1966. C'est un monument à la mémoire des victimes du camp d'extermination de Jasenovac, en Croatie.",1.0
293,43,"De petits villages soucieux de l'environnement, tels que Findhorn Community en Écosse, ont utilisé certaines des premières usines d'épuration vivantes pour traiter les eaux usées domestiques.",3.0
294,44,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement. De plus, de plus en plus de femmes sont entrées dans la vie active.",2.6
295,45,C'est la première grande académie d'art où Antonio Fabrés a enseigné et le premier musée d'art des Amériques.,2.5
296,46,"Howard Mackie a été associé à la croissance de Calgary, devenue un centre d'affaires international.",1.6
297,47,Ce logiciel permet à l’utilisateur de se déplacer autour du globe en changeant la position et l’angle de vue.,2.0
298,48,Cette discipline est une synthèse des domaines des sciences naturelles avec les techniques de chantier.,2.2
299,49,Le rez-de-chaussée est alloué à des fins militaires et le public a seulement accès au sous-sol où un débit de boisson sert de l'alcool.,2.0
300,50,"Le record est de 17135 et a été établi le 31 janvier 2015, lors du match entre Antwerp Giants et Spirou Basket.",1.6
301,51,"Selon Sue Farran, James Gallen et Christa Rautenbach, le droit autrichien inspire principalement le nouveau code civil tchèque.",2.2
302,52,"Elle aurait fonctionné du Ier au VIe siècle, date à laquelle elle a été détruite lors d'une attaque par des tribus locales.",1.8
303,53,"Jonas Åkerlund, connu pour être l'auteur de vidéo-clips musicaux, d'annonces publicitaires et du long métrage Spun, a réalisé le film.",2.0
304,54,"Pour réaliser l’entretien en face à face dans les meilleures conditions, certaines exigences doivent être respectées.",2.0
305,55,"Il a écrit l'une des premières symphonies lettristes : la Symphonie en K, « première polyphonie ciselante », datée de 1947.",1.8
306,56,Une grande fête est organisée pour le Nouvel An avec des feux d'artifice et des concerts sur la place adjacente.,1.4
307,57,"Découverte en 1892 par Carl Anton Larsen, elle a été nommée en l'honneur d'Oscar II, roi de Suède et de Norvège.",2.6
308,58,"En 1962, Hart et Levin ont écrit le premier compilateur auto-hébergé (si l'on exclut les assembleurs) pour le Lisp au Massachusetts Institute of Technology (MIT).",2.6
309,59,"La liste suivante exclut les plus petits objets comme les ressorts, les fragments, les parachutes ou les boucliers thermiques.",1.4
310,60,"En fiabilité, le schéma fonctionnel montre les systèmes compliqués, avec plusieurs façons de tomber en panne.",1.4
311,61,"Puisque l'utilisateur a besoin d'information, il était nécessaire de compléter la requête par des informations supplémentaires de l'utilisateur.",2.4
312,62,"Les Jeux du Val-de-Marne, compétition omnisports créée en 1967 par le Conseil général, se déroulent chaque année dans le département du Val-de-Marne.",2.4
313,63,"Le peba est une langue amérindienne de la famille peba-yaguane. Elle est parlée en Amazonie péruvienne, dans la région de Loreto.",2.8
314,64,Un capteur plan est un appareil permettant d'obtenir instantanément une image radiologique numérique lors d'une radiographie.,2.2
315,65,L’isométrataxie est la difficulté à garder une force musculaire stable pendant une activité manuelle comme tenir quelque chose.,1.75
316,66,L'artiste dadaïste Max Ernst a peint des courbes de Lissajous en suspendant un pot de peinture percé au-dessus du canevas.,2.2
317,67,"Les processus biologiques exacts restent inconnus même 50 ans après sa découverte, mais de nombreuses études présentent des théories sur les mécanismes du lupus médicamenteux.",2.0
318,68,"Certaines configurations de l'environnement, comme une falaise au-dessus de la mer, peuvent provoquer des situations dangereuses, comme se trouver en hauteur au-dessus de la mer.",2.333333333333333
319,69,"Néanmoins, son travail n'a pas évoqué l'effet de la fréquence de commutation sur les valeurs des éléments de filtrage.",2.4
320,70,Un moteur de workflow est un dispositif logiciel permettant d'exécuter des instances de workflow.,2.8
321,71,Un exemple typique est la représentation de cartes à jouer ordinaires : la suite ('couleur') et la hauteur (nombre ou figure) peuvent être représentées par des énumérations.,2.4
322,72,"Dans le champ de l'écologie, le terme « basophile » désigne des organismes se développant exclusivement dans un environnement contenant des substances alcalines.",3.6
323,73,Il existe des logiciels d’envoi de courrier électronique et de gestion de la relation client B2C.,1.4
324,74,"Le congrès des États-Unis vote le Semiconductor Chip Protection Act, une loi protégeant juridiquement les schémas électroniques.",2.0
325,75,Le Parfait Pêcheur à la ligne cherche avant tout à guider l'individu.,1.6
326,76,Certains biologistes suggèrent de contrôler l'évolution en laboratoire pour créer de nouvelles formes de vie.,1.6
327,77,"Une commercialisation efficace implique l’apprentissage de compétences, techniques et modes d’obtention de l’information.",2.4
328,78,"Straight-through processing est un principe de traitement des opérations au fil de l'eau, sans rupture ou délai.",1.4
329,79,"Le premier séjour se déroule aux États-Unis (1935-1936). En tant que Rockefeller Fellow, il enseigne à Harvard, Northwestern, Chicago et Berkeley.",2.0
330,80,"Carlo Cattaneo (1911-1979) est un mathématicien et physicien italien. Il est connu pour ses travaux en physique statistique, en mécanique des milieux continus et en relativité générale.",1.0
331,81,"Il agit en bloquant les récepteurs de cette dernière, diminuant ainsi la LH et arrêtant l'ovulation jusqu'à ce qu'elle soit souhaitée.",1.8
332,82,"Avec ""Voxeurop services"", le journal élargit ses activités en offrant des services personnalisés et une traduction dans toutes les langues européennes.",1.8
333,83,"Elle représente un obélisque renversé avec le sommet reposant sur un piédestal pyramidal et le pied, pointé vers le haut, brisé.",2.6666666666666665
334,84,"Elle a remplacé la chambre des comptes de la Cour suprême, que le gouvernement a dissoute en 1998, et dont proviennent également la Cour de cassation et le Conseil d'État.",2.8
335,85,"L’Employment Act de 1990 a aboli strictement le closed shop. Ce système était jugé contraire à la liberté de ne pas se syndiquer, garantie par la Charte sociale européenne.",1.2
336,86,"Le compartiment réacteur mesure 38 pieds de long, 42 pieds de profondeur, 37 de large et pèse 2 250 tonnes.",1.25
337,87,"De petits boutons sur le visage sont appelés chaleurs de soie, car ils viennent d'un sang échauffé : c'est l'éruption miliaire chez les bébés.",2.6
338,88,La dénomination est souvent employée en lieu et place de independent press(es) ou indie press(es).,2.4
339,89,"La CBM est identifiée en déterminant la concentration la plus faible d'agent antibactérien réduisant la viabilité de l'inoculum bactérien initial à un niveau supérieur ou égal à 99,9%.",2.333333333333333
340,90,"Le district de Riaba est un district de Guinée équatoriale, constitué par la partie orientale de la province de Bioko-Sur, sur l'île de Bioko.",3.0
341,91,"L'ethnolinguistique, selon ce premier paradigme, vise à décrire et définir des typologies. Ces typologies permettent de classer et de comparer les différentes langues.",1.4
342,92,"Cette page montre la filmographie complète de Sylvester Stallone, au cinéma et à la télévision, comme acteur, réalisateur, producteur et scénariste.",1.4
343,93,"Purement imaginaires, elles restent indispensables pour l'étude de notre « banlieue galactique » la plus proche, jusqu'à 20 années lumière environ.",2.4
344,94,Il était une entité politique indépendante. Aujourd'hui c'est une chefferie traditionnelle en relation avec les autorités administratives tchadiennes modernes.,2.0
345,95,Une médaille d'argent récompense les sportifs à la deuxième place dans certaines grandes compétitions.,1.0
346,96,"Dès la fin de l'exposition, le comité d'organisation décide d'acquérir une partie des œuvres afin de réunir les collections du futur musée de l'école de Nancy, qui ouvrira 70 ans plus tard.",2.2
347,97,"Par contre, ce test peut manquer une perte auditive légère, qui pourrait avoir un impact sur le développement du langage de l'enfant.",2.4
348,98,"Même si elle est sérieuse, elle a une courte relation avec un Américain, Bruce, alors qu'elle est officiellement en couple avec Alistair.",3.0
349,99,La reconstruction de la scène a contribué à l’augmentation de la capacité d’accueil et a permis un accès plus rapide pour les équipes de scène.,1.6
350,100,"La phase d'infection est bien évidemment toujours la première, et l'enchaînement de ces phases peut varier en fonction de la conception du botnet.",2.2
351,101,"Bamford est une biologiste britannique du début du XXe siècle, auteure de nombreux articles sur les cnidaires et découvreuse de nombreuses nouvelles espèces.",4.333333333333333
352,102,"La Société d’éclairage électrique de Bordeaux, avec la plus grosse concession d’éclairage et principal client du barrage, a tiré parti de cette opportunité.",1.4
353,103,La cinémathèque de Grenoble organise tous les jeudis et vendredis des « petites formes » pour mettre en lumière le court métrage.,1.6
354,104,"Cet ordinateur, baptisé « PowerBop », sera construit à quelques centaines d'exemplaires seulement, sans rencontrer de succès commercial et sera abandonné rapidement fin 1994.",2.0
355,105,L’air refroidi et débarrassé d’une partie de son humidité traverse la seconde partie du système qui le réchauffe à une température un peu plus élevée qu'à l’entrée.,2.4
356,106,"Les ingénieurs de Fairchild Semiconductor, basés à Mountain View (Californie), voyaient les cadres de la Direction, à Syosset (New York), seulement une fois par an et se sentaient insuffisamment gratifiés.",3.4
357,107,Ferdinand von Wright est un peintre naturaliste finlandais suédophone.,1.6
358,108,"Au moment de sa précipitation, la calcite (ou l'aragonite) formant les spéléothèmes est dépourvue de thorium.",2.4
359,109,Le portrait d'Adeline Ravoux est une peinture de Vincent Van Gogh réalisée en 1890.,1.0
360,110,"Ils se rattachent lors de cette année anniversaire à une série d’événements d’ordre culturel autour du béton, notamment le lancement de la campagne de restauration de la Tour Perret.",3.8
361,111,L'eau bouillie avec des rafles de maïs contient des épaississants et peut être ajoutée à du potage ou transformée en gelée de maïs sucrée traditionnelle.raditionnelle.,1.8
362,112,"La richesse de la région venait probablement de matériaux précieux extraits des montagnes voisines, notamment du lapis lazuli de Badakshan.",2.2
363,113,"Le white sponge nævus est une pathologie rare des muqueuses de la bouche, transmissible de façon autosomique dominante.",2.4
364,114,"Le SSSE3 ajoute 16 nouveaux opcodes, incluant la permutation des octets dans un mot, la multiplication des nombres à virgule fixe 16 bits avec un arrondissement correct et des instructions d'accumulation.",3.8
365,115,"Cette situation dite de Hill, de Mathieu ou de Bloch est fréquemment utilisée en optique comme convertisseur de fréquences.",2.4
366,116,"Les sièges sont bleu clair avec quelques sièges blancs dans la tribune Est formant le mot ""Alep"" en arabe et en anglais.",2.0
367,117,"Le passeport portugais est un document de voyage international délivré aux ressortissants portugais, et qui peut aussi servir de preuve de la citoyenneté portugaise.",1.6
368,118,"C'est une salle de prière sous un dôme, accessible par un couloir sombre menant à un grand portail.",1.4
369,119,Le journalisme d'affaires joue un rôle très limité dans les pays du tiers-monde et en développement.,2.0
370,120,Le boîtier rectangulaire en plastique ou céramique a des broches de connexion sur ses 4 côtés.,1.6
371,121,"Au début du XIIIe siècle, les Aldobrandeschi ont construit les murailles de la ville et la forteresse aldobrandesque.",2.2
372,122,Le terme corps de métier désigne l'activité professionnelle dans le secteur du bâtiment.,2.6
373,123,"TX-0, ou Transistorized Experimental computer zero, est le premier ordinateur terminal informatique à transistors.",1.8
374,124,"Lors des troubles de 2008 en Bolivie, une manifestation de paysans favorables à Evo Morales est prise dans une embuscade à proximité de Cobija.",2.0
375,125,Le syndicalisme d'entreprise organise les travailleurs syndiqués d'un champ professionnel et géographique.,1.2
376,126,"Le terme blueprint désigne, en anglais, une reproduction d'un plan détaillé, appelé en dessin technique un dessin de définition.",2.4
377,127,"Son évolution temporelle a la forme d'une courbe irrégulière en fortes ""dents de scie"", qui en moyenne décroit régulièrement de 1950 à 2015.",2.6
378,128,"Dans ses quatrains, il s'indigne que Dieu semble donner à l'homme des ordres tout en implantant en lui des désirs contraires.",2.4
379,129,Dunkerque 2013 ou Dunkerque Capitale régionale de la culture 2013 est le nom des festivités culturelles qui se déroulent à Dunkerque et dans son agglomération en 2013.,3.2
380,130,"Les procédures de synchronisation étant fondées sur la vitesse de la lumière, invariante par changement de référentiel inertiel, sont indépendante du référentiel choisi.",4.8
381,131,Le powiat d'Olesno est un powiat de la Voïvodie d'Opole dans le sud-ouest de la Pologne.,2.8
382,132,"Sa femme, Dame Zhurong, était elle aussi une guerrière émérite avec une arme de prédilection, une sorte de boomerang à lames.",2.8
383,133,Ils se sont rencontrés chez Denise René. Fruhtrunk s'inspire des sculptures monumentales de Di Teana pour créer sa création picturale de constructivisme. Il en fait un univers pictural rythmique et coloré.,2.6
384,134,Conrad Felixmüller étudie la musique en 1911 avant d'étudier à l'Académie des Beaux-Arts de Dresde en 1912.,1.0
385,135,Un filtre coupe-bande ou filtre réjecteur de bande empêche le passage d'une partie des fréquences.,1.6
386,136,L'utilisation de lumière laser résonante permet de cumuler l'effet d'un cycle de fluorescence et de l'utiliser efficacement pour agir sur un atome.,2.6
387,137,Utrinski Vesnik est un quotidien de la Macédoine du Nord.,1.0
388,138,"Quand l'agence spatiale européenne remplace l'ESRO en 1975, elle hérite d'un satellite actif (HEOS-1) et de plusieurs programmes en développement.",2.2
389,139,Une question ouverte est une interrogation qui permet des réponses non préétablies et qui laisse donc à son interlocuteur la possibilité de s'exprimer avec ses propres mots.,3.0
390,140,Ce type de sonde présente pour avantage d'être insensible aux grands angles d'incidence (2 % jusqu'à 40° d'incidence environ).,2.4
391,141,"Dans l'argot DJ, un break est un passage où tous les éléments musicaux, sauf les percussions, disparaissent.",1.2
392,142,"Le salarié suspendu est privé de l'accès à son lieu et moyens de travail, cesse d'effectuer les tâches prévues, et arrête de percevoir un salaire.",2.4
393,143,"Ce texte resta en vigueur huit ans et fut remplacé par la Constitution de 1845, de tendance modérée et conservatrice, sous l'impulsion du général Narváez.",2.0
394,144,"On a construit la Quadratura dei Pisani vers 1377, même si certains historiens la font remonter à la construction des murailles du château de Livourne (1392).",3.4
395,145,"Takamatsu a utilisé la photographie, la sculpture, la peinture, le dessin et la performance. Il a créé des recherches fondamentales sur les origines philosophiques et matérielles de l'art.",2.333333333333333
396,146,L'Union internationale du cinéma (abrégé en UNICA) est une association représentée à l'UNESCO visant à promouvoir le cinéma et ses auteurs à travers le monde.,2.0
397,147,Il vise à mettre en place des systèmes de certification et des projets contre la pauvreté dans les pays producteurs de bois tropicaux.,1.6
398,148,"Autour de la Première Guerre mondiale, la maison se fait remarquer par ses créations colorées et est considérée comme un maître du style Gréco-romain.",2.6
399,149,"En 2011, Google annonce le rachat de Zagat et l'intègre à Google + Local en avril 2012, le rendant disponible gratuitement.",2.0
400,150,"Il doit sa place aux textes importants qu’il a illustrés, peu diffusés et ignorés par les autres miniaturistes.",2.6
401,151,Ils sont progressivement devenus des créateurs de tendances pour les grands noms de la distribution internationale.,2.4
402,152,Le président de la section sociale du Conseil d'État préside la Cour nationale de la tarification sanitaire et sociale.,1.2
403,153,"Au Pérou, le district de Yauri est l’un des huit districts de la province d'Espinar, dans le département de Cusco.",2.2
404,154,Ce défilé commence en Belgique et se termine à Comines en France.,1.6
405,155,Les HSB postent des sauveteurs équipés de doris à avirons dans les endroits critiques.,1.4
406,156,Les maisons à colombages sont remplacées par des bâtiments en pierre avec une haute façade au XIVe siècle.,1.6
407,157,"Après cinq ans, Stanley et Léopold II se séparent officiellement, mais Stanley reste secrètement au service du roi.",2.6
408,158,Le Grenoble olympique universitaire était un club omnisports français basé à Grenoble.,1.2
409,159,"En France, Pierre de Coubertin fut sans doute le premier et le plus important théoricien du sport.",1.4
410,160,Une autre collection comprend plus de 200 tableaux de peintres locaux et hollandais des XVIIIe et XIXe siècles.,3.0
411,161,La décoloration violette du sac d'urine est souvent la seule constatation notée.,2.2
412,162,Les compétitions de trampoline des Jeux mondiaux de 2017 se déroulent du 24 juillet au 26 juillet 2017 à Wrocław.,2.0
413,163,"Liste des quartiers de la ville de Florianópolis, capitale de l'État de Santa Catarina, au Brésil.",2.2
414,164,"Le Massey Ferguson 148 est un tracteur agricole fabriqué de 1972 à 1976 par la société américaine de machines agricoles, Massey Ferguson.",3.333333333333333
415,165,Sur la platine est fixée une pièce en « S » appelée serpentin ou serpentine où l'on attache la mèche allumée.,1.6
416,166,"Ce n'est pas un sky lobby, car les résidents peuvent aussi prendre des ascenseurs pour aller au-delà du 44e étage.",1.8
417,167,L'avance d'argent est une somme payée par une partie à une autre avant le début d'une entente écrite ou verbale.,3.0
418,168,"Plus précisément, les philosophies bouddhistes gardent toujours à l'esprit les préoccupations sotériologiques.",2.75
419,169,"Une grande partie de l'ancienne route est toujours praticable et accessible, souvent recouverte d'asphalte.",2.2
420,170,La propriété est donc transmise de génération en génération et reste en grande partie non divisée.,1.6
421,171,"Mais, avec son successeur Ranieri di Toscana, la propriété du château resta aux moines, qui le gardèrent jusqu'au 15e siècle.",2.0
422,172,Jean Ier a envoyé une troupe supplémentaire de Frisons pour libérer le vogt de la cité.,1.6
423,173,Plus d’énergie n’implique pas forcément une meilleure qualité de vie.,1.6
