ID,pair_id,sentence_x,MOS,sentence_y,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,REL,KandelMoles,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,directspeech_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
248,248,"Divers auteurs ont souhaité définir la portée de la cuisine méditerranéenne soit par la géographie, soit par ses ingrédients de base.",2.5,"Divers auteurs ont souhaité définir la portée de la cuisine méditerranéenne soit par la géographie, soit par ses ingrédients de base.",15.07619047619048,13.965714285714284,13.86949033333334,24.3771428571429,19.82857142857143,54.333333333333336,16.41640786499874,7.0,45.49452380952383,55.32619047619048,7.056838095238096,5.285714285714286,1.9047619047619049,21.0,1.0,0.7619047619047619,0.0,111.0,40.0,21.0,16.0,1.0,1.0,7.0,6.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
249,249,"Il n'y a plus qu'un enseignement unique comprenant la médecine, la chirurgie et les accouchements.",2.6,"Il n'y a plus qu'un enseignement unique comprenant la médecine, la chirurgie et les accouchements.",11.16941176470588,9.788823529411763,10.820402,45.26235294117649,20.917647058823533,46.41176470588235,16.41640786499874,5.0,64.19205882352944,73.44999999999999,10.131435294117647,4.823529411764706,1.7058823529411764,17.0,1.0,0.9411764705882352,0.0,82.0,29.0,17.0,16.0,1.0,1.0,5.0,6.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250,250,Il est le plus grand fleuve du monde en termes de débit d'eau et l'un des plus grands en termes de longueur.,2.2,Il est le plus grand fleuve du monde en termes de débit d'eau et l'un des plus grands en termes de longueur.,7.044999999999998,7.447500000000002,4.035858750000003,87.30000000000001,9.6,28.166666666666668,3.0,1.0,99.84,104.9,7.111650000000001,3.583333333333333,1.125,24.0,1.0,0.8333333333333334,0.0,86.0,27.0,24.0,20.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
251,1,"Cette page présente la filmographie complète de Mel Gibson. Elle liste ses crédits en tant qu'acteur, réalisateur, producteur et scénariste.",1.8,"Cette page présente la filmographie complète de Mel Gibson. Elle liste ses crédits en tant qu'acteur, réalisateur, producteur et scénariste.",12.105,10.061428571428571,14.14052966666667,26.97750000000002,15.628571428571428,48.595238095238095,12.486832980505138,4.0,49.14250000000001,60.92500000000001,8.791752380952381,5.571428571428571,2.0,10.5,2.0,1.0,0.0,117.0,42.0,21.0,21.0,2.0,1.0,8.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
252,2,"Le quadrangle de Nemesis Tesserae, aussi appelé quadrangle des tessères de Némésis, est identifié par le code USGS V-13. C'est une région cartographique en quadrangle sur Vénus.",3.2,"Le quadrangle de Nemesis Tesserae, aussi appelé quadrangle des tessères de Némésis, est identifié par le code USGS V-13. C'est une région cartographique en quadrangle sur Vénus.",11.630517241379316,9.532413793103448,11.760702413793105,37.50370689655173,15.455172413793106,45.53448275862069,13.246950765959598,4.5,57.77215517241379,68.04913793103447,5.619544827586207,5.0344827586206895,1.827586206896552,14.5,2.0,0.896551724137931,0.0,146.0,53.0,29.0,26.0,2.0,1.0,9.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
253,3,La chapelle a été détruite pendant la Seconde Guerre mondiale par l'armée française quand elle a fait exploser les carrefours pour ralentir l'avancée des Allemands.,2.0,La chapelle a été détruite pendant la Seconde Guerre mondiale par l'armée française quand elle a fait exploser les carrefours pour ralentir l'avancée des Allemands.,16.35481481481482,16.317777777777778,13.373714851851854,25.89666666666668,22.65185185185185,67.74074074074073,18.491933384829668,11.0,46.02462962962963,54.54259259259257,6.602533333333333,5.148148148148148,1.8148148148148149,27.0,1.0,0.925925925925926,0.0,139.0,49.0,27.0,25.0,1.0,1.0,11.0,8.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
254,4,"Wilhelm Abeken a écrit un ouvrage de référence : L'Italie centrale avant la domination romaine, d'après ses monuments.",2.0,"Wilhelm Abeken a écrit un ouvrage de référence : L'Italie centrale avant la domination romaine, d'après ses monuments.",14.798947368421054,12.363684210526316,12.969623263157896,22.8026315789474,20.231578947368423,61.10526315789474,16.41640786499874,8.0,44.38868421052632,54.728947368421046,8.421873684210526,5.157894736842105,1.947368421052632,19.0,1.0,1.0,0.0,98.0,37.0,19.0,19.0,1.0,1.0,8.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
255,5,Sa parution devient bimestrielle à partir de décembre 2009 pour le marché civil de l’hélicoptère.,1.6,Sa parution devient bimestrielle à partir de décembre 2009 pour le marché civil de l’hélicoptère.,11.3,10.708750000000002,12.484227375,42.54500000000003,16.400000000000002,47.25,13.954451150103322,5.0,61.96000000000001,71.6,7.701725000000001,5.125,1.75,16.0,1.0,0.9375,0.0,82.0,28.0,16.0,15.0,1.0,1.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
256,6,"Certains chapitres solennels donnent lieu à des messes, processions et proclamations.",1.8,"Certains chapitres solennels donnent lieu à des messes, processions et proclamations.",12.3,15.327272727272728,20.53027263636364,26.47000000000002,18.94545454545455,65.54545454545455,13.954451150103322,6.0,48.63500000000002,60.35,9.158327272727274,6.636363636363637,2.0,11.0,1.0,1.0,0.0,73.0,22.0,11.0,11.0,1.0,1.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,7,Le Pentax A3 est un appareil photo du type reflex argentique. Il est équipé d'un objectif interchangeable (baïonnette KA). Il a été fabriqué par Pentax entre 1984 et 1985.,2.0,Le Pentax A3 est un appareil photo du type reflex argentique. Il est équipé d'un objectif interchangeable (baïonnette KA). Il a été fabriqué par Pentax entre 1984 et 1985.,6.79666666666667,5.235999999999997,8.2877826,64.14500000000001,13.333333333333332,30.0,11.366600265340756,2.0,81.54333333333334,90.96666666666668,5.759333333333332,4.6,1.5666666666666669,10.0,3.0,0.9,0.0,138.0,47.0,30.0,27.0,3.0,1.0,6.0,7.0,10.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
258,8,Lippold estimait que l'art de son époque doit faire honneur à la conquête de l'espace et cette œuvre symbolise cette conquête.,2.0,Lippold estimait que l'art de son époque doit faire honneur à la conquête de l'espace et cette œuvre symbolise cette conquête.,13.901739130434787,11.572173913043478,9.755590565217393,36.35956521739132,19.63478260869565,53.434782608695656,16.41640786499874,7.0,55.655000000000015,64.28913043478262,6.632973913043479,4.565217391304348,1.7391304347826086,23.0,1.0,0.8260869565217391,0.0,105.0,40.0,23.0,19.0,1.0,1.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
259,9,"Souvent, les entreprises privées sont détenues par les fondateurs, leurs familles ou un petit groupe d'investisseurs.",2.2,"Souvent, les entreprises privées sont détenues par les fondateurs, leurs familles ou un petit groupe d'investisseurs.",12.55764705882353,14.49882352941176,16.700253000000004,35.309411764705914,18.564705882352943,58.1764705882353,15.24744871391589,7.0,55.53323529411768,65.44999999999999,7.344964705882353,5.823529411764706,1.8235294117647056,17.0,1.0,0.9411764705882352,0.0,99.0,31.0,17.0,16.0,1.0,1.0,7.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,10,Le tâtonnement walrasien est une idée créée par l'économiste Léon Walras pour trouver l'équilibre en ajustant l'offre et la demande.,1.8,Le tâtonnement walrasien est une idée créée par l'économiste Léon Walras pour trouver l'équilibre en ajustant l'offre et la demande.,13.901739130434787,13.005652173913042,11.545110434782613,36.35956521739132,19.63478260869565,53.434782608695656,16.41640786499874,7.0,55.655000000000015,64.28913043478262,5.946452173913045,4.869565217391305,1.7391304347826086,23.0,1.0,0.9130434782608696,0.0,112.0,40.0,23.0,21.0,1.0,1.0,7.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
261,11,"En juin 1897, le dirigeable Deutschland prend feu lors d'un vol à Berlin. Il s'écrase, tuant le pionnier de l'aviation et son copilote.",1.5,"En juin 1897, le dirigeable Deutschland prend feu lors d'un vol à Berlin. Il s'écrase, tuant le pionnier de l'aviation et son copilote.",4.456923076923079,4.815769230769231,6.573395961538466,86.26307692307695,11.353846153846156,36.07692307692308,10.745966692414834,3.0,100.3896153846154,107.7423076923077,7.932492307692308,4.1923076923076925,1.2692307692307692,13.0,2.0,0.9615384615384616,0.0,109.0,33.0,26.0,25.0,2.0,1.0,6.0,4.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
262,12,Il aide à définir l'efficacité de ce réacteur et est un facteur important pour l'étude du temps de séjour.,2.0,Il aide à définir l'efficacité de ce réacteur et est un facteur important pour l'étude du temps de séjour.,10.58095238095238,8.582857142857144,7.149660619047619,56.6057142857143,16.019047619047623,44.80952380952381,13.954451150103322,5.0,73.53261904761906,81.23095238095237,5.553028571428571,4.142857142857143,1.5238095238095235,21.0,1.0,0.9047619047619048,0.0,87.0,32.0,21.0,19.0,1.0,1.0,5.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
263,13,"Le Centre national du graphisme, appelé Le Signe, est un centre d’art. Il se consacre au développement et au rayonnement du design graphique.",2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,14,"Le yaghnobi, parlé par une petite population (les Yaghnobis), intéresse particulièrement les linguistes car c'est le seul parler moderne descendant du sogdien médiéval.",2.4,"Le yaghnobi, parlé par une petite population (les Yaghnobis), intéresse particulièrement les linguistes car c'est le seul parler moderne descendant du sogdien médiéval.",18.845,18.24125,17.510517291666666,2.7000000000000317,24.6,65.66666666666666,19.431676725154983,10.0,26.24000000000001,36.900000000000006,8.427483333333333,5.875,2.125,24.0,1.0,0.9583333333333334,0.0,141.0,51.0,24.0,23.0,1.0,1.0,10.0,9.0,11.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
265,15,"On utilise les termes d'hérédité mendélienne, monogénique ou monofactorielle pour caractériser la transmission des maladies. Ces maladies sont dues à une mutation dans un seul gène.",3.75,"On utilise les termes d'hérédité mendélienne, monogénique ou monofactorielle pour caractériser la transmission des maladies. Ces maladies sont dues à une mutation dans un seul gène.",15.023148148148152,12.009999999999998,15.326701296296296,11.39916666666666,20.21481481481481,50.53703703703704,15.24744871391589,5.0,35.19379629629631,47.40092592592592,8.857007407407409,5.666666666666667,2.1481481481481484,13.5,2.0,0.9629629629629628,0.0,153.0,58.0,27.0,26.0,2.0,1.0,10.0,10.0,14.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
266,16,La plaine d'Audra est située sur Vénus dans le quadrangle de Meskhent Tessera.,1.4,La plaine d'Audra est située sur Vénus dans le quadrangle de Meskhent Tessera.,7.570000000000004,7.437857142857144,9.38512707142857,65.72500000000002,8.457142857142857,35.42857142857143,8.477225575051662,3.0,82.39,90.9,6.333685714285715,4.642857142857143,1.5,14.0,1.0,1.0,0.0,65.0,21.0,14.0,14.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
267,17,"Avant sa mort, il a continué à donner des conseils sur les efforts de restauration et de conservation relatifs à la chapelle. Cela inclut la salle de Constantin.",2.8,"Avant sa mort, il a continué à donner des conseils sur les efforts de restauration et de conservation relatifs à la chapelle. Cela inclut la salle de Constantin.",10.098571428571429,7.606071428571429,9.59512175,47.5964285714286,12.742857142857144,42.57142857142857,11.660254037844387,4.0,66.61857142857144,76.32857142857144,5.205828571428572,4.678571428571429,1.7142857142857142,14.0,2.0,0.8571428571428571,0.0,131.0,48.0,28.0,24.0,2.0,1.0,8.0,5.0,8.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
268,18,"Cette échelle peut évaluer divers problèmes chez les enfants et les adolescents, comme les problèmes cognitifs, d'opposition, d'hyperactivité, d'anxiété et sociaux.",1.6,"Cette échelle peut évaluer divers problèmes chez les enfants et les adolescents, comme les problèmes cognitifs, d'opposition, d'hyperactivité, d'anxiété et sociaux.",17.861666666666668,17.848750000000003,17.020529708333335,9.750000000000044,24.6,69.83333333333334,19.431676725154983,11.0,32.373333333333335,42.56666666666669,9.0854,5.791666666666667,2.0416666666666665,24.0,1.0,0.75,0.0,139.0,49.0,24.0,18.0,1.0,1.0,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
269,19,"En chimie, un macrocycle est une molécule organique avec une grande structure cyclique contenant au moins 15 atomes.",1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,20,"Dans la biographie de Philip Marchand en 1989, Neil Postman rappelle le pouvoir heuristique des hypothèses de McLuhan.",3.0,"Dans la biographie de Philip Marchand en 1989, Neil Postman rappelle le pouvoir heuristique des hypothèses de McLuhan.",11.693684210526316,12.611578947368422,13.27908910526316,45.06578947368425,16.02105263157895,55.8421052631579,13.954451150103322,7.0,63.75710526315791,72.62368421052633,3.435557894736842,5.2105263157894735,1.6842105263157894,19.0,1.0,0.9473684210526316,0.0,99.0,32.0,19.0,18.0,1.0,1.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
271,21,C'est un diagramme en 2D avec l'axe x pour la position d'un point dans la liste ordonnée et l'axe y pour la reachability-distance de ce point.,3.6,C'est un diagramme en 2D avec l'axe x pour la position d'un point dans la liste ordonnée et l'axe y pour la reachability-distance de ce point.,12.106451612903223,11.542580645161287,5.057118096774197,63.479677419354864,18.851612903225806,47.12903225806451,15.24744871391589,5.0,78.19306451612904,83.41451612903225,8.159212903225807,3.7096774193548394,1.3225806451612905,31.0,1.0,0.8064516129032258,0.0,115.0,41.0,31.0,25.0,1.0,1.0,5.0,5.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
272,22,Le Conseil d'administration est composé de 9 à 15 personnes en activité dans un établissement ayant vocation à adhérer. Elles sont élues par l'assemblée générale.,2.25,Le Conseil d'administration est composé de 9 à 15 personnes en activité dans un établissement ayant vocation à adhérer. Elles sont élues par l'assemblée générale.,10.65277777777778,9.044444444444444,11.624572888888892,42.73250000000003,18.73333333333333,50.53703703703704,14.61895003862225,5.0,62.45305555555558,72.58611111111111,7.102562962962963,5.037037037037037,1.7777777777777777,13.5,2.0,0.9629629629629628,0.0,136.0,48.0,27.0,26.0,2.0,1.0,10.0,9.0,11.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0
273,23,Le mot est d'origine obscure. Jean-Henri Hassenfratz l'associe au mot « macération ». Il groupe un grand nombre de procédés développés indépendamment.,1.0,Le mot est d'origine obscure. Jean-Henri Hassenfratz l'associe au mot « macération ». Il groupe un grand nombre de procédés développés indépendamment.,9.581,8.558399999999999,11.466662640000004,48.63550000000001,16.2,44.5,13.246950765959598,4.0,67.72050000000002,77.665,7.5676,5.04,1.72,12.5,2.0,0.96,0.5,126.0,43.0,25.0,24.0,2.0,1.0,8.0,7.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
274,24,L'EDA exprime les priorités de l'industrie laitière au niveau de l'UE et tente d'influencer les stratégies européennes.,2.4,L'EDA exprime les priorités de l'industrie laitière au niveau de l'UE et tente d'influencer les stratégies européennes.,10.58095238095238,11.947142857142858,11.34955419047619,56.6057142857143,21.73333333333333,54.333333333333336,17.491376746189438,7.0,73.53261904761906,81.23095238095237,10.064457142857144,4.857142857142857,1.5238095238095235,21.0,1.0,0.8571428571428571,0.0,102.0,32.0,21.0,18.0,1.0,1.0,7.0,7.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
275,25,Cette valeur locative est ensuite réduite de 50 % pour la TFPB et de 20 % pour la TFNB afin d'obtenir le revenu cadastral pour l’imposition.,2.4,Cette valeur locative est ensuite réduite de 50 % pour la TFPB et de 20 % pour la TFNB afin d'obtenir le revenu cadastral pour l’imposition.,12.250000000000004,11.85923076923077,8.389812615384617,53.545000000000016,21.16923076923077,49.07692307692308,17.491376746189438,6.0,70.21000000000002,77.1,6.755369230769231,4.307692307692308,1.5,26.0,1.0,0.8461538461538461,0.0,112.0,39.0,26.0,22.0,1.0,1.0,6.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
276,26,"Ces deux hommes, Mondrian promoteur de l’art abstrait et Eekman violemment contre, resteront liés par une amitié indéfectible tout au long de leur vie.",2.4,"Ces deux hommes, Mondrian promoteur de l’art abstrait et Eekman violemment contre, resteront liés par une amitié indéfectible tout au long de leur vie.",13.512,14.619999999999996,12.414959800000004,42.71600000000004,16.400000000000002,49.0,13.954451150103322,6.0,60.92100000000002,68.73,6.292800000000001,5.0,1.64,25.0,1.0,0.96,0.0,125.0,41.0,25.0,24.0,1.0,1.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
277,27,Elle était issue de la haute société athénienne. Elle se déguisa en homme pour suivre les cours de médecine d'Hérophile.,1.2,Elle était issue de la haute société athénienne. Elle se déguisa en homme pour suivre les cours de médecine d'Hérophile.,9.857380952380954,6.024285714285714,9.100657380952388,43.09178571428572,13.723809523809525,34.30952380952381,11.660254037844387,2.5,63.16154761904764,73.87738095238096,7.287942857142857,4.714285714285714,1.809523809523809,10.5,2.0,0.9047619047619048,0.0,99.0,38.0,21.0,19.0,2.0,1.0,5.0,5.0,9.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
278,28,"L'anuscopie est un examen médical du proctologique, incluant aussi le toucher rectal et la rectoscopie.",2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,29,"Elle encourage ses membres, appelés Chevaliers, à œuvrer pour la défense de la Cité. Sa devise est : Honneur et Courtoisie.",1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,30,"En mai 2016, ce nombre a été porté à un billion d'espèces estimées sur Terre avec seulement un millième de pour cent décrit.",2.0,"En mai 2016, ce nombre a été porté à un billion d'espèces estimées sur Terre avec seulement un millième de pour cent décrit.",10.978333333333332,10.195,7.465771833333335,59.10000000000002,14.6,44.83333333333333,12.486832980505138,5.0,75.30666666666667,82.23333333333335,7.769566666666668,4.166666666666667,1.4583333333333333,24.0,1.0,0.9583333333333334,0.0,100.0,35.0,24.0,23.0,1.0,1.0,5.0,3.0,10.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
281,31,L'exemple montre que certaines couleurs s'affaiblissent entre leur représentation en rouge-vert-bleu à l'écran et leur production quadrichromique.,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,32,"De nos jours, la plaine de la Messara est communément appelée le « verger de la Crète ». De nombreuses exploitations agricoles profitent de son sol fertile.",1.0,"De nos jours, la plaine de la Messara est communément appelée le « verger de la Crète ». De nombreuses exploitations agricoles profitent de son sol fertile.",14.60666666666667,14.398888888888884,10.978220000000004,38.43000000000001,19.68888888888889,56.62962962962963,16.41640786499874,8.0,56.92833333333334,64.61666666666665,8.356977777777779,4.7407407407407405,1.6666666666666667,27.0,1.0,0.8148148148148148,1.0,128.0,45.0,27.0,22.0,1.0,1.0,8.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
283,33,"L'institut a été fondé le 17 mars 1872 par décision du Reichstag. C'est le deuxième institut archéologique étranger d'Athènes, après l'école française d’Athènes établie en 1846.",2.0,"L'institut a été fondé le 17 mars 1872 par décision du Reichstag. C'est le deuxième institut archéologique étranger d'Athènes, après l'école française d’Athènes établie en 1846.",9.106612903225804,8.958387096774196,10.5515585483871,57.37991935483872,17.81290322580645,50.983870967741936,14.61895003862225,5.5,74.93201612903229,83.69112903225808,8.91847741935484,4.806451612903226,1.5806451612903225,15.5,2.0,0.935483870967742,0.0,149.0,49.0,31.0,29.0,2.0,1.0,11.0,9.0,16.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
284,34,"Le traceur choisi doit préserver les propriétés physiques du milieu (même densité, même viscosité, et même conditions hydrodynamiques).",1.8,"Le traceur choisi doit préserver les propriétés physiques du milieu (même densité, même viscosité, et même conditions hydrodynamiques).",18.96333333333333,17.13833333333333,19.46785616666667,-8.834999999999997,22.75555555555556,62.44444444444444,17.491376746189438,8.0,16.99666666666667,29.63333333333333,9.665022222222223,6.277777777777778,2.333333333333333,18.0,1.0,0.8888888888888888,0.0,113.0,42.0,18.0,16.0,1.0,1.0,8.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
285,35,"L'art est devenu autonome en 1677, mais ce nouveau statut avait une taxe plus élevée que lorsqu'ils étaient unis aux marzeri.",2.6,"L'art est devenu autonome en 1677, mais ce nouveau statut avait une taxe plus élevée que lorsqu'ils étaient unis aux marzeri.",12.362608695652174,11.162608695652176,9.24429917391305,47.39434782608697,16.156521739130437,40.391304347826086,13.954451150103322,4.0,65.25500000000001,73.15869565217392,7.319495652173913,4.478260869565218,1.608695652173913,23.0,1.0,1.0,0.0,103.0,37.0,23.0,23.0,1.0,1.0,4.0,4.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286,36,La culture du tabac se répand et réussit surtout dans la partie méridionale du département du Haut-Rhin. Cela se produit malgré sa diffusion freinée par la guerre de Trente Ans.,1.8,La culture du tabac se répand et réussit surtout dans la partie méridionale du département du Haut-Rhin. Cela se produit malgré sa diffusion freinée par la guerre de Trente Ans.,9.867903225806456,8.350645161290323,9.792868096774193,51.92185483870968,11.361290322580643,41.30645161290322,10.745966692414834,4.0,70.18362903225808,79.30403225806452,5.862348387096774,4.67741935483871,1.6451612903225807,15.5,2.0,0.8709677419354839,0.0,145.0,51.0,31.0,27.0,2.0,1.0,8.0,4.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0
287,37,"L’alutiiq, aussi appelé yupik du Golfe Pacifique ou sugpiaq, est une langue yupik. Elle fait partie des langues eskimo-aléoutes. Elle est parlée traditionnellement par les Alutiiq.",3.4,"L’alutiiq, aussi appelé yupik du Golfe Pacifique ou sugpiaq, est une langue yupik. Elle fait partie des langues eskimo-aléoutes. Elle est parlée traditionnellement par les Alutiiq.",10.385714285714286,8.300595238095237,12.318337392857142,37.22595238095241,10.876190476190477,34.333333333333336,10.071067811865476,2.333333333333333,58.21238095238098,69.55238095238096,6.102219047619048,5.321428571428571,1.8928571428571428,9.333333333333334,3.0,0.8928571428571429,0.0,149.0,53.0,28.0,25.0,3.0,1.0,7.0,5.0,10.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
288,38,"La Patinoire olympique de Gjøvik est une salle de sport située à Gjøvik, en Norvège. Elle a été construite à l'occasion des Jeux olympiques d'hiver de 1994.",1.4,"La Patinoire olympique de Gjøvik est une salle de sport située à Gjøvik, en Norvège. Elle a été construite à l'occasion des Jeux olympiques d'hiver de 1994.",8.78224137931035,6.446551724137933,7.908386241379311,57.92439655172416,11.317241379310346,35.189655172413794,10.745966692414834,3.0,75.5376724137931,84.46293103448275,5.075062068965517,4.379310344827586,1.5862068965517242,14.5,2.0,0.8620689655172413,0.0,127.0,46.0,29.0,25.0,2.0,1.0,6.0,4.0,8.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
289,39,"Un monument ou site historique est déclaré comme « monument culturel national ». En slovaque, c'est appelé národná kultúrna pamiatka, abrégé en NKP.",2.0,"Un monument ou site historique est déclaré comme « monument culturel national ». En slovaque, c'est appelé národná kultúrna pamiatka, abrégé en NKP.",14.911666666666669,14.708750000000002,13.100629041666668,30.90000000000002,26.26666666666667,65.66666666666666,20.32050807568877,10.0,50.77333333333331,59.56666666666666,11.717066666666666,5.125,1.7916666666666667,24.0,1.0,0.9583333333333334,1.0,123.0,43.0,24.0,23.0,1.0,1.0,10.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
290,40,"Dans le nord, la côte du golfe est accidentée par les versants rocheux des monts Lattari qui tombent dans la mer.",1.6,"Dans le nord, la côte du golfe est accidentée par les versants rocheux des monts Lattari qui tombent dans la mer.",9.45714285714286,9.48,8.269632238095241,64.66285714285716,10.304761904761904,44.80952380952381,8.477225575051662,5.0,80.54214285714286,87.70714285714286,7.056838095238096,4.333333333333333,1.4285714285714286,21.0,1.0,0.9523809523809524,0.0,91.0,30.0,21.0,20.0,1.0,1.0,5.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291,41,"Le semis direct sans labour est aujourd’hui largement utilisé pour le maïs et le soja aux États-Unis. Il est aussi utilisé au Brésil, en Argentine, au Canada, en Australie.",2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,42,"Cette sculpture monumentale en béton a été créée en 1966. C'est un monument à la mémoire des victimes du camp d'extermination de Jasenovac, en Croatie.",1.0,"Cette sculpture monumentale en béton a été créée en 1966. C'est un monument à la mémoire des victimes du camp d'extermination de Jasenovac, en Croatie.",9.778703703703703,6.951111111111111,9.011305777777778,48.99916666666668,12.807407407407409,43.12962962962963,11.660254037844387,4.0,67.90490740740744,77.62314814814815,6.517748148148149,4.592592592592593,1.7037037037037035,13.5,2.0,0.925925925925926,0.0,124.0,46.0,27.0,25.0,2.0,1.0,8.0,5.0,10.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
293,43,"De petits villages soucieux de l'environnement, tels que Findhorn Community en Écosse, ont utilisé certaines des premières usines d'épuration vivantes pour traiter les eaux usées domestiques.",3.0,"De petits villages soucieux de l'environnement, tels que Findhorn Community en Écosse, ont utilisé certaines des premières usines d'épuration vivantes pour traiter les eaux usées domestiques.",19.35142857142857,19.988928571428566,17.371640035714286,6.193571428571449,24.05714285714286,70.85714285714286,19.431676725154983,12.0,28.75142857142862,38.3714285714286,9.847728571428572,5.821428571428571,2.0357142857142856,28.0,1.0,1.0,0.0,163.0,57.0,28.0,28.0,1.0,1.0,12.0,9.0,15.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
294,44,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement. De plus, de plus en plus de femmes sont entrées dans la vie active.",2.6,"En effet, le nombre de postes à pourvoir dans le secteur a augmenté rapidement. De plus, de plus en plus de femmes sont entrées dans la vie active.",6.727142857142859,5.082857142857144,6.445201571428573,71.76785714285717,9.885714285714286,31.857142857142858,9.70820393249937,2.5,87.64714285714285,95.75714285714288,5.205828571428572,4.142857142857143,1.4285714285714286,14.0,2.0,0.7857142857142857,0.0,116.0,40.0,28.0,22.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0
295,45,C'est la première grande académie d'art où Antonio Fabrés a enseigné et le premier musée d'art des Amériques.,2.5,C'est la première grande académie d'art où Antonio Fabrés a enseigné et le premier musée d'art des Amériques.,10.58095238095238,9.48,8.269632238095241,56.6057142857143,14.114285714285714,49.57142857142857,12.486832980505138,6.0,73.53261904761906,81.23095238095237,7.056838095238096,4.333333333333333,1.5238095238095235,21.0,1.0,0.9047619047619048,0.0,91.0,32.0,21.0,19.0,1.0,1.0,6.0,3.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
